H [m];qc [MPa];fs [MPa];u2 [MPa];Incl. [Deg];t [s];v [cm/s];Rf [%];Uo [MPa];qt [MPa];ft [MPa];sigmaVo [MPa];sigma'Vo [MPa];Qt [];Bq [];Rf(qc) [%];Rfd [%];soil [];UW [kN/m3];qc [MPa];fs [MPa];u2 [MPa]
12.80;4.016;0.05;0.0572;4.5;543.180;2.500;1.312;0.000;4.016;0.053;0.236;0.000;0.000;0.0000;1.312;1.306;8;18.50;3.838;0.05;0.0532
12.81;3.622;0.05;0.0589;4.5;543.580;2.500;1.485;0.000;3.622;0.054;0.236;0.000;0.000;0.0000;1.485;1.427;8;18.50;3.343;0.05;0.0532
12.82;3.271;0.06;0.0614;4.5;543.980;2.500;1.689;0.000;3.271;0.055;0.236;0.000;0.000;0.0000;1.689;1.573;5;18.00;2.929;0.05;0.0542
12.83;2.973;0.06;0.0645;4.5;544.370;2.564;1.921;0.000;2.973;0.057;0.237;0.000;0.000;0.0000;1.921;1.744;5;18.00;2.602;0.05;0.0566
12.84;2.736;0.06;0.0678;4.5;544.770;2.500;2.170;0.000;2.736;0.059;0.237;0.000;0.000;0.0000;2.170;1.980;5;18.00;2.356;0.05;0.0609
12.85;2.561;0.06;0.0707;4.5;545.170;2.500;2.413;0.000;2.561;0.062;0.237;0.000;0.000;0.0000;2.413;2.293;5;18.00;2.175;0.06;0.0743
12.86;2.444;0.06;0.0725;4.5;545.560;2.564;2.624;0.000;2.444;0.064;0.237;0.000;0.000;0.0000;2.624;2.558;5;18.00;2.111;0.06;0.0860
12.87;2.376;0.07;0.0724;4.5;545.960;2.500;2.779;0.000;2.376;0.066;0.237;0.000;0.000;0.0000;2.779;3.008;5;18.00;2.089;0.07;0.0908
12.88;2.344;0.07;0.0699;4.5;546.360;2.500;2.868;0.000;2.344;0.067;0.238;0.000;0.000;0.0000;2.868;3.282;5;18.00;2.201;0.08;0.0876
12.89;2.330;0.07;0.0650;4.5;546.760;2.500;2.896;0.000;2.330;0.067;0.238;0.000;0.000;0.0000;2.896;3.502;5;18.00;2.300;0.08;0.0919
12.90;2.318;0.07;0.0582;4.5;547.160;2.500;2.881;0.000;2.318;0.067;0.238;0.000;0.000;0.0000;2.881;3.290;5;18.00;2.541;0.08;0.0981
12.91;2.293;0.07;0.0506;4.5;547.550;2.564;2.847;0.000;2.293;0.065;0.238;0.000;0.000;0.0000;2.847;3.070;5;18.00;2.619;0.07;0.0518
12.92;2.244;0.06;0.0436;4.5;547.950;2.500;2.815;0.000;2.244;0.063;0.238;0.000;0.000;0.0000;2.815;2.745;5;18.00;2.559;0.06;0.0053
12.93;2.167;0.06;0.0386;4.5;548.360;2.439;2.807;0.000;2.167;0.061;0.238;0.000;0.000;0.0000;2.807;2.582;5;18.00;2.352;0.06;0.0023
12.94;2.062;0.06;0.0368;4.5;548.770;2.439;2.834;0.000;2.062;0.058;0.239;0.000;0.000;0.0000;2.834;2.614;5;18.00;2.154;0.05;0.0031
12.95;1.934;0.06;0.0389;4.5;549.170;2.500;2.905;0.000;1.934;0.056;0.239;0.000;0.000;0.0000;2.905;2.744;5;18.00;1.994;0.05;0.0081
12.96;1.794;0.05;0.0448;4.5;549.560;2.564;3.016;0.000;1.794;0.054;0.239;0.000;0.000;0.0000;3.016;2.943;5;18.00;1.822;0.05;0.0262
12.97;1.651;0.05;0.0540;4.5;549.970;2.439;3.154;0.000;1.651;0.052;0.239;0.000;0.000;0.0000;3.154;3.287;5;18.00;1.594;0.05;0.0410
12.98;1.517;0.05;0.0654;4.5;550.360;2.564;3.297;0.000;1.517;0.050;0.239;0.000;0.000;0.0000;3.297;3.501;4;18.00;1.370;0.05;0.0546
12.99;1.403;0.05;0.0779;4.5;550.760;2.500;3.409;0.000;1.403;0.048;0.239;0.000;0.000;0.0000;3.409;3.674;4;18.00;1.219;0.05;0.0949
13.00;1.320;0.05;0.0904;4.5;551.160;2.500;3.448;0.000;1.320;0.046;0.240;0.000;0.000;0.0000;3.448;3.625;4;18.00;1.111;0.05;0.1164
13.01;1.275;0.04;0.1021;4.5;551.560;2.500;3.379;0.000;1.275;0.043;0.240;0.000;0.000;0.0000;3.379;3.486;4;18.00;1.094;0.04;0.1172
13.02;1.280;0.04;0.1121;4.5;551.960;2.500;3.183;0.000;1.280;0.041;0.240;0.000;0.000;0.0000;3.183;3.141;4;18.00;1.034;0.04;0.0922
13.03;1.339;0.04;0.1195;4.5;552.350;2.564;2.881;0.000;1.339;0.039;0.240;0.000;0.000;0.0000;2.881;2.493;4;18.00;1.021;0.03;0.1297
13.04;1.456;0.04;0.1237;4.5;552.730;2.632;2.522;0.000;1.456;0.037;0.240;0.000;0.000;0.0000;2.522;1.993;4;18.00;1.047;0.03;0.1440
13.05;1.628;0.04;0.1241;4.5;553.120;2.564;2.164;0.000;1.628;0.035;0.241;0.000;0.000;0.0000;2.164;1.712;4;18.00;1.137;0.03;0.1486
13.06;1.843;0.03;0.1202;4.5;553.510;2.564;1.846;0.000;1.843;0.034;0.241;0.000;0.000;0.0000;1.846;1.774;4;18.00;1.430;0.03;0.1539
13.07;2.081;0.03;0.1122;4.5;553.920;2.439;1.587;0.000;2.081;0.033;0.241;0.000;0.000;0.0000;1.587;1.694;4;18.00;1.904;0.04;0.1606
13.08;2.316;0.03;0.1007;4.5;554.330;2.439;1.388;0.000;2.316;0.032;0.241;0.000;0.000;0.0000;1.388;1.587;4;18.00;2.511;0.04;0.1531
13.09;2.522;0.03;0.0871;4.5;554.730;2.500;1.243;0.000;2.522;0.031;0.241;0.000;0.000;0.0000;1.243;1.434;4;18.00;3.067;0.03;0.0934
13.10;2.675;0.03;0.0732;4.5;555.130;2.500;1.148;0.000;2.675;0.031;0.241;0.000;0.000;0.0000;1.148;1.130;6;18.50;3.493;0.03;0.0170
13.11;2.760;0.03;0.0607;4.5;555.530;2.500;1.098;0.000;2.760;0.030;0.242;0.000;0.000;0.0000;1.098;0.975;6;18.50;3.468;0.03;0.0198
13.12;2.772;0.03;0.0512;4.5;555.950;2.381;1.094;0.000;2.772;0.030;0.242;0.000;0.000;0.0000;1.094;0.897;6;18.50;3.248;0.02;0.0207
13.13;2.721;0.03;0.0459;4.5;556.350;2.500;1.136;0.000;2.721;0.031;0.242;0.000;0.000;0.0000;1.136;0.980;6;18.50;2.912;0.03;0.0240
13.14;2.623;0.03;0.0450;4.5;556.760;2.439;1.224;0.000;2.623;0.032;0.242;0.000;0.000;0.0000;1.224;1.049;6;18.00;2.623;0.03;0.0299
13.15;2.501;0.03;0.0486;4.5;557.160;2.500;1.357;0.000;2.501;0.034;0.242;0.000;0.000;0.0000;1.357;1.136;6;18.00;2.412;0.03;0.0315
13.16;2.376;0.04;0.0559;4.5;557.560;2.500;1.526;0.000;2.376;0.036;0.243;0.000;0.000;0.0000;1.526;1.348;6;18.00;2.193;0.03;0.0371
13.17;2.267;0.04;0.0658;4.5;557.950;2.564;1.711;0.000;2.267;0.039;0.243;0.000;0.000;0.0000;1.711;1.650;6;18.00;1.990;0.04;0.0454
13.18;2.185;0.04;0.0766;4.5;558.350;2.500;1.890;0.000;2.185;0.041;0.243;0.000;0.000;0.0000;1.890;2.125;6;18.00;1.869;0.05;0.0537
13.19;2.134;0.04;0.0865;4.5;558.750;2.500;2.040;0.000;2.134;0.044;0.243;0.000;0.000;0.0000;2.040;2.165;6;18.00;1.917;0.05;0.1182
13.20;2.113;0.05;0.0938;4.5;559.150;2.500;2.143;0.000;2.113;0.045;0.243;0.000;0.000;0.0000;2.143;2.462;6;18.00;1.969;0.05;0.1088
13.21;2.113;0.05;0.0969;4.5;559.550;2.500;2.198;0.000;2.113;0.046;0.243;0.000;0.000;0.0000;2.198;2.422;6;18.00;2.098;0.05;0.1324
13.22;2.124;0.05;0.0951;4.5;559.960;2.439;2.216;0.000;2.124;0.047;0.244;0.000;0.000;0.0000;2.216;2.371;6;18.00;2.149;0.05;0.1733
13.23;2.135;0.05;0.0883;4.5;560.350;2.564;2.212;0.000;2.135;0.047;0.244;0.000;0.000;0.0000;2.212;2.252;6;18.00;2.175;0.05;0.1771
13.24;2.136;0.05;0.0779;4.5;560.750;2.500;2.205;0.000;2.136;0.047;0.244;0.000;0.000;0.0000;2.205;2.313;6;18.00;2.287;0.05;0.0620
13.25;2.119;0.05;0.0656;4.5;561.150;2.500;2.210;0.000;2.119;0.047;0.244;0.000;0.000;0.0000;2.210;2.126;6;18.00;2.361;0.04;0.0263
13.26;2.082;0.05;0.0536;4.5;561.540;2.564;2.239;0.000;2.082;0.047;0.244;0.000;0.000;0.0000;2.239;2.058;6;18.00;2.317;0.04;0.0193
13.27;2.025;0.05;0.0441;4.5;561.920;2.632;2.294;0.000;2.025;0.046;0.245;0.000;0.000;0.0000;2.294;2.114;5;18.00;2.141;0.04;0.0172
13.28;1.954;0.05;0.0386;4.5;562.320;2.500;2.374;0.000;1.954;0.046;0.245;0.000;0.000;0.0000;2.374;2.464;5;18.00;1.964;0.05;0.0127
13.29;1.874;0.05;0.0377;4.5;563.250;1.075;2.472;0.000;1.874;0.046;0.245;0.000;0.000;0.0000;2.472;2.621;5;18.00;1.844;0.05;0.0019
13.30;1.794;0.05;0.0411;4.5;563.840;1.695;2.574;0.000;1.794;0.046;0.245;0.000;0.000;0.0000;2.574;2.555;5;18.00;1.723;0.05;0.0071
13.31;1.719;0.05;0.0478;4.5;564.350;1.961;2.666;0.000;1.719;0.046;0.245;0.000;0.000;0.0000;2.666;2.761;5;18.00;1.564;0.05;0.0191
13.32;1.655;0.05;0.0563;4.5;564.810;2.174;2.738;0.000;1.655;0.045;0.245;0.000;0.000;0.0000;2.738;2.928;5;18.00;1.495;0.05;0.0659
13.33;1.602;0.04;0.0653;4.5;565.240;2.326;2.784;0.000;1.602;0.045;0.246;0.000;0.000;0.0000;2.784;2.814;5;18.00;1.525;0.05;0.0899
13.34;1.560;0.04;0.0741;4.5;565.670;2.326;2.805;0.000;1.560;0.044;0.246;0.000;0.000;0.0000;2.805;2.784;5;18.00;1.568;0.04;0.1168
13.35;1.531;0.04;0.0825;4.5;566.080;2.439;2.805;0.000;1.531;0.043;0.246;0.000;0.000;0.0000;2.805;2.786;5;18.00;1.572;0.04;0.1221
13.36;1.519;0.04;0.0908;4.5;566.500;2.381;2.786;0.000;1.519;0.042;0.246;0.000;0.000;0.0000;2.786;2.809;5;18.00;1.525;0.04;0.0717
13.37;1.531;0.04;0.0999;4.5;566.900;2.500;2.740;0.000;1.531;0.042;0.246;0.000;0.000;0.0000;2.740;2.683;5;18.00;1.473;0.04;0.0628
13.38;1.581;0.04;0.1097;4.5;567.300;2.500;2.651;0.000;1.581;0.042;0.247;0.000;0.000;0.0000;2.651;2.446;5;18.00;1.439;0.04;0.0593
13.39;1.686;0.04;0.1198;4.5;567.700;2.500;2.503;0.000;1.686;0.042;0.247;0.000;0.000;0.0000;2.503;2.211;5;18.00;1.357;0.04;0.0842
13.40;1.862;0.04;0.1289;4.5;568.100;2.500;2.294;0.000;1.862;0.043;0.247;0.000;0.000;0.0000;2.294;2.083;5;18.00;1.271;0.04;0.1330
13.41;2.121;0.04;0.1349;4.5;568.500;2.500;2.041;0.000;2.121;0.043;0.247;0.000;0.000;0.0000;2.041;2.028;5;18.00;1.292;0.05;0.1699
13.42;2.467;0.04;0.1361;4.5;568.900;2.500;1.775;0.000;2.467;0.044;0.247;0.000;0.000;0.0000;1.775;1.850;5;18.00;1.658;0.05;0.2162
13.43;2.896;0.04;0.1317;4.4;569.300;2.500;1.525;0.000;2.896;0.044;0.247;0.000;0.000;0.0000;1.525;1.694;5;18.00;2.330;0.05;0.2705
13.44;3.392;0.04;0.1218;4.4;569.700;2.500;1.307;0.000;3.392;0.044;0.248;0.000;0.000;0.0000;1.307;1.465;5;18.50;3.257;0.05;0.2032
13.45;3.935;0.04;0.1081;4.4;570.100;2.500;1.129;0.000;3.935;0.044;0.248;0.000;0.000;0.0000;1.129;1.163;5;18.50;4.122;0.05;0.0405
13.46;4.501;0.04;0.0927;4.5;570.490;2.564;0.987;0.000;4.501;0.044;0.248;0.000;0.000;0.0000;0.987;0.874;8;18.50;4.721;0.04;0.0162
13.47;5.068;0.04;0.0780;4.4;570.890;2.500;0.878;0.000;5.068;0.044;0.248;0.000;0.000;0.0000;0.878;0.761;8;18.50;5.204;0.04;0.0298
13.48;5.615;0.04;0.0658;4.5;571.290;2.500;0.794;0.000;5.615;0.045;0.248;0.000;0.000;0.0000;0.794;0.722;8;19.00;5.746;0.04;0.0423
13.49;6.127;0.04;0.0568;4.5;571.690;2.500;0.729;0.000;6.127;0.045;0.249;0.000;0.000;0.0000;0.729;0.743;8;19.00;6.242;0.05;0.0590
13.50;6.591;0.04;0.0511;4.4;572.070;2.632;0.678;0.000;6.591;0.045;0.249;0.000;0.000;0.0000;0.678;0.729;8;19.00;6.802;0.05;0.0637
13.51;6.999;0.04;0.0482;4.5;572.470;2.500;0.635;0.000;6.999;0.044;0.249;0.000;0.000;0.0000;0.635;0.787;8;19.00;7.487;0.05;0.0394
13.52;7.343;0.04;0.0473;4.5;572.870;2.500;0.600;0.000;7.343;0.044;0.249;0.000;0.000;0.0000;0.600;0.664;8;19.00;7.848;0.05;0.0339
13.53;7.622;0.04;0.0477;4.4;573.270;2.500;0.571;0.000;7.622;0.044;0.249;0.000;0.000;0.0000;0.571;0.557;8;19.00;8.059;0.04;0.0396
13.54;7.836;0.04;0.0490;4.5;573.670;2.500;0.549;0.000;7.836;0.043;0.250;0.000;0.000;0.0000;0.549;0.496;8;19.00;8.159;0.04;0.0448
13.55;7.993;0.04;0.0508;4.4;574.070;2.500;0.534;0.000;7.993;0.043;0.250;0.000;0.000;0.0000;0.534;0.469;8;19.00;8.249;0.04;0.0515
13.56;8.100;0.04;0.0529;4.5;574.470;2.500;0.528;0.000;8.100;0.043;0.250;0.000;0.000;0.0000;0.528;0.468;8;19.00;8.279;0.04;0.0556
13.57;8.169;0.04;0.0552;4.5;574.860;2.564;0.529;0.000;8.169;0.043;0.250;0.000;0.000;0.0000;0.529;0.478;8;19.00;8.262;0.04;0.0565
13.58;8.212;0.04;0.0575;4.5;575.260;2.500;0.535;0.000;8.212;0.044;0.250;0.000;0.000;0.0000;0.535;0.500;8;19.00;8.249;0.04;0.0581
13.59;8.239;0.04;0.0599;4.5;575.660;2.500;0.546;0.000;8.239;0.045;0.250;0.000;0.000;0.0000;0.546;0.560;8;19.00;8.232;0.05;0.0604
13.60;8.259;0.05;0.0621;4.5;576.050;2.564;0.557;0.000;8.259;0.046;0.251;0.000;0.000;0.0000;0.557;0.586;8;19.00;8.215;0.05;0.0619
13.61;8.278;0.05;0.0641;4.5;576.440;2.564;0.566;0.000;8.278;0.047;0.251;0.000;0.000;0.0000;0.566;0.622;8;19.00;8.219;0.05;0.0650
13.62;8.300;0.05;0.0660;4.5;576.820;2.632;0.572;0.000;8.300;0.047;0.251;0.000;0.000;0.0000;0.572;0.623;8;19.00;8.249;0.05;0.0662
13.63;8.325;0.05;0.0678;4.5;577.250;2.326;0.575;0.000;8.325;0.048;0.251;0.000;0.000;0.0000;0.575;0.614;8;19.00;8.305;0.05;0.0688
13.64;8.354;0.05;0.0694;4.5;577.650;2.500;0.575;0.000;8.354;0.048;0.251;0.000;0.000;0.0000;0.575;0.574;8;19.00;8.357;0.05;0.0706
13.65;8.387;0.05;0.0709;4.5;578.060;2.439;0.574;0.000;8.387;0.048;0.252;0.000;0.000;0.0000;0.574;0.538;8;19.00;8.400;0.05;0.0721
13.66;8.423;0.05;0.0722;4.5;578.450;2.564;0.573;0.000;8.423;0.048;0.252;0.000;0.000;0.0000;0.573;0.525;8;19.00;8.443;0.04;0.0736
13.67;8.461;0.05;0.0735;4.5;578.840;2.564;0.574;0.000;8.461;0.049;0.252;0.000;0.000;0.0000;0.574;0.539;8;19.00;8.443;0.05;0.0734
13.68;8.503;0.05;0.0747;4.5;579.240;2.500;0.578;0.000;8.503;0.049;0.252;0.000;0.000;0.0000;0.578;0.568;8;19.00;8.460;0.05;0.0742
13.69;8.546;0.05;0.0758;4.5;579.640;2.500;0.583;0.000;8.546;0.050;0.252;0.000;0.000;0.0000;0.583;0.584;8;19.00;8.516;0.05;0.0754
13.70;8.592;0.05;0.0769;4.5;580.040;2.500;0.590;0.000;8.592;0.051;0.253;0.000;0.000;0.0000;0.590;0.600;8;19.00;8.555;0.05;0.0766
13.71;8.638;0.05;0.0780;4.4;580.440;2.500;0.597;0.000;8.638;0.052;0.253;0.000;0.000;0.0000;0.597;0.611;8;19.00;8.641;0.05;0.0784
13.72;8.685;0.05;0.0790;4.5;580.840;2.500;0.604;0.000;8.685;0.052;0.253;0.000;0.000;0.0000;0.604;0.614;8;19.00;8.697;0.05;0.0790
13.73;8.731;0.05;0.0800;4.4;581.230;2.564;0.611;0.000;8.731;0.053;0.253;0.000;0.000;0.0000;0.611;0.610;8;19.00;8.779;0.05;0.0807
13.74;8.774;0.05;0.0809;4.5;581.630;2.500;0.617;0.000;8.774;0.054;0.253;0.000;0.000;0.0000;0.617;0.612;8;19.00;8.818;0.05;0.0819
13.75;8.815;0.05;0.0817;4.4;582.010;2.632;0.623;0.000;8.815;0.055;0.253;0.000;0.000;0.0000;0.623;0.615;8;19.00;8.839;0.05;0.0826
13.76;8.855;0.06;0.0824;4.5;582.410;2.500;0.628;0.000;8.855;0.056;0.254;0.000;0.000;0.0000;0.628;0.637;8;19.00;8.856;0.06;0.0832
13.77;8.894;0.06;0.0830;4.5;582.810;2.500;0.633;0.000;8.894;0.056;0.254;0.000;0.000;0.0000;0.633;0.637;8;19.00;8.869;0.06;0.0831
13.78;8.934;0.06;0.0836;4.5;583.220;2.439;0.636;0.000;8.934;0.057;0.254;0.000;0.000;0.0000;0.636;0.646;8;19.00;8.908;0.06;0.0835
13.79;8.977;0.06;0.0841;4.5;583.620;2.500;0.639;0.000;8.977;0.057;0.254;0.000;0.000;0.0000;0.639;0.652;8;19.00;8.951;0.06;0.0840
13.80;9.025;0.06;0.0846;4.5;584.020;2.500;0.640;0.000;9.025;0.058;0.254;0.000;0.000;0.0000;0.640;0.645;8;19.00;8.994;0.06;0.0842
13.81;9.078;0.06;0.0852;4.5;584.400;2.632;0.641;0.000;9.078;0.058;0.255;0.000;0.000;0.0000;0.641;0.640;8;19.00;9.050;0.06;0.0849
13.82;9.140;0.06;0.0858;4.5;584.800;2.500;0.641;0.000;9.140;0.059;0.255;0.000;0.000;0.0000;0.641;0.632;8;19.00;9.106;0.06;0.0860
13.83;9.211;0.06;0.0864;4.5;585.200;2.500;0.641;0.000;9.211;0.059;0.255;0.000;0.000;0.0000;0.641;0.632;8;19.00;9.167;0.06;0.0862
13.84;9.294;0.06;0.0870;4.5;585.590;2.564;0.640;0.000;9.294;0.059;0.255;0.000;0.000;0.0000;0.640;0.634;8;19.00;9.223;0.06;0.0865
13.85;9.389;0.06;0.0876;4.5;585.980;2.564;0.638;0.000;9.389;0.060;0.255;0.000;0.000;0.0000;0.638;0.638;8;19.00;9.300;0.06;0.0875
13.86;9.498;0.06;0.0881;4.5;586.370;2.564;0.636;0.000;9.498;0.060;0.256;0.000;0.000;0.0000;0.636;0.643;8;19.00;9.395;0.06;0.0886
13.87;9.619;0.06;0.0887;4.5;586.760;2.564;0.632;0.000;9.619;0.061;0.256;0.000;0.000;0.0000;0.632;0.636;8;19.00;9.524;0.06;0.0890
13.88;9.749;0.06;0.0891;4.5;587.140;2.632;0.627;0.000;9.749;0.061;0.256;0.000;0.000;0.0000;0.627;0.634;9;19.50;9.670;0.06;0.0901
13.89;9.884;0.06;0.0895;4.5;587.530;2.564;0.621;0.000;9.884;0.061;0.256;0.000;0.000;0.0000;0.621;0.625;9;19.50;9.860;0.06;0.0902
13.90;10.016;0.06;0.0899;4.5;587.920;2.564;0.615;0.000;10.016;0.062;0.256;0.000;0.000;0.0000;0.615;0.620;9;19.50;10.075;0.06;0.0904
13.91;10.138;0.06;0.0901;4.5;588.310;2.564;0.610;0.000;10.138;0.062;0.257;0.000;0.000;0.0000;0.610;0.618;9;19.50;10.261;0.06;0.0904
13.92;10.244;0.06;0.0903;4.5;588.710;2.500;0.606;0.000;10.244;0.062;0.257;0.000;0.000;0.0000;0.606;0.607;9;19.50;10.407;0.06;0.0900
13.93;10.328;0.06;0.0905;4.5;589.110;2.500;0.604;0.000;10.328;0.062;0.257;0.000;0.000;0.0000;0.604;0.593;9;19.50;10.519;0.06;0.0903
13.94;10.386;0.06;0.0906;4.5;589.510;2.500;0.606;0.000;10.386;0.063;0.257;0.000;0.000;0.0000;0.606;0.583;9;19.50;10.579;0.06;0.0906
13.95;10.417;0.06;0.0907;4.5;589.890;2.632;0.611;0.000;10.417;0.064;0.257;0.000;0.000;0.0000;0.611;0.589;9;19.50;10.579;0.06;0.0911
13.96;10.423;0.06;0.0908;4.5;590.290;2.500;0.620;0.000;10.423;0.065;0.258;0.000;0.000;0.0000;0.620;0.607;9;19.50;10.545;0.06;0.0910
13.97;10.408;0.07;0.0909;4.5;590.680;2.564;0.632;0.000;10.408;0.066;0.258;0.000;0.000;0.0000;0.632;0.625;9;19.50;10.476;0.07;0.0908
13.98;10.376;0.07;0.0909;4.5;591.060;2.632;0.647;0.000;10.376;0.067;0.258;0.000;0.000;0.0000;0.647;0.639;9;19.50;10.416;0.07;0.0912
13.99;10.333;0.07;0.0909;4.5;591.450;2.564;0.664;0.000;10.333;0.069;0.258;0.000;0.000;0.0000;0.664;0.661;9;19.50;10.338;0.07;0.0913
14.00;10.284;0.07;0.0909;4.5;591.850;2.500;0.682;0.000;10.284;0.070;0.258;0.000;0.000;0.0000;0.682;0.676;8;19.00;10.286;0.07;0.0913
14.01;10.233;0.07;0.0908;4.5;592.250;2.500;0.700;0.000;10.233;0.072;0.258;0.000;0.000;0.0000;0.700;0.711;8;19.00;10.196;0.07;0.0911
14.02;10.183;0.07;0.0908;4.5;592.630;2.632;0.718;0.000;10.183;0.073;0.259;0.000;0.000;0.0000;0.718;0.732;8;19.00;10.149;0.07;0.0909
14.03;10.134;0.07;0.0907;4.5;593.020;2.564;0.733;0.000;10.134;0.074;0.259;0.000;0.000;0.0000;0.733;0.744;8;19.00;10.114;0.08;0.0908
14.04;10.086;0.08;0.0906;4.5;593.420;2.500;0.747;0.000;10.086;0.075;0.259;0.000;0.000;0.0000;0.747;0.765;8;19.00;10.071;0.08;0.0899
14.05;10.040;0.08;0.0905;4.5;593.820;2.500;0.758;0.000;10.040;0.076;0.259;0.000;0.000;0.0000;0.758;0.775;8;19.00;10.041;0.08;0.0898
14.06;9.993;0.08;0.0905;4.5;594.220;2.500;0.768;0.000;9.993;0.077;0.259;0.000;0.000;0.0000;0.768;0.779;8;19.00;10.011;0.08;0.0904
14.07;9.943;0.08;0.0904;4.5;594.620;2.500;0.775;0.000;9.943;0.077;0.260;0.000;0.000;0.0000;0.775;0.778;8;19.00;9.976;0.08;0.0908
14.08;9.888;0.08;0.0904;4.5;595.020;2.500;0.781;0.000;9.888;0.077;0.260;0.000;0.000;0.0000;0.781;0.786;8;19.00;9.920;0.08;0.0909
14.09;9.824;0.08;0.0904;4.5;595.430;2.439;0.786;0.000;9.824;0.077;0.260;0.000;0.000;0.0000;0.786;0.792;8;19.00;9.877;0.08;0.0904
14.10;9.750;0.08;0.0903;4.5;595.830;2.500;0.791;0.000;9.750;0.077;0.260;0.000;0.000;0.0000;0.791;0.799;8;19.00;9.813;0.08;0.0902
14.11;9.661;0.08;0.0902;4.5;596.230;2.500;0.795;0.000;9.661;0.077;0.260;0.000;0.000;0.0000;0.795;0.807;8;19.00;9.735;0.08;0.0899
14.12;9.554;0.08;0.0901;4.5;596.610;2.632;0.799;0.000;9.554;0.076;0.261;0.000;0.000;0.0000;0.799;0.812;8;19.00;9.662;0.08;0.0905
14.13;9.426;0.08;0.0899;4.4;597.010;2.500;0.804;0.000;9.426;0.076;0.261;0.000;0.000;0.0000;0.804;0.814;8;19.00;9.558;0.08;0.0902
14.14;9.276;0.08;0.0897;4.5;597.400;2.564;0.811;0.000;9.276;0.075;0.261;0.000;0.000;0.0000;0.811;0.814;8;19.00;9.425;0.08;0.0908
14.15;9.101;0.07;0.0894;4.5;597.800;2.500;0.820;0.000;9.101;0.075;0.261;0.000;0.000;0.0000;0.820;0.805;8;19.00;9.274;0.07;0.0902
14.16;8.905;0.07;0.0892;4.5;598.200;2.500;0.833;0.000;8.905;0.074;0.261;0.000;0.000;0.0000;0.833;0.814;8;19.00;9.063;0.07;0.0886
14.17;8.689;0.07;0.0890;4.5;598.590;2.564;0.851;0.000;8.689;0.074;0.262;0.000;0.000;0.0000;0.851;0.842;8;19.00;8.779;0.07;0.0885
14.18;8.462;0.07;0.0889;4.5;598.980;2.564;0.874;0.000;8.462;0.074;0.262;0.000;0.000;0.0000;0.874;0.867;8;19.00;8.495;0.07;0.0881
14.19;8.231;0.07;0.0890;4.4;599.400;2.381;0.904;0.000;8.231;0.074;0.262;0.000;0.000;0.0000;0.904;0.881;8;19.00;8.215;0.07;0.0876
14.20;8.012;0.08;0.0893;4.4;599.790;2.564;0.938;0.000;8.012;0.075;0.262;0.000;0.000;0.0000;0.938;0.897;8;19.00;7.943;0.07;0.0879
14.21;7.820;0.08;0.0898;4.5;600.160;2.703;0.974;0.000;7.820;0.076;0.262;0.000;0.000;0.0000;0.974;0.926;8;19.00;7.676;0.07;0.0875
14.22;7.676;0.08;0.0906;4.5;600.550;2.564;1.006;0.000;7.676;0.077;0.262;0.000;0.000;0.0000;1.006;0.961;8;19.00;7.418;0.07;0.0880
14.23;7.601;0.08;0.0915;4.5;600.950;2.500;1.030;0.000;7.601;0.078;0.263;0.000;0.000;0.0000;1.030;1.040;8;19.00;7.107;0.08;0.0904
14.24;7.618;0.08;0.0924;4.4;601.350;2.500;1.037;0.000;7.618;0.079;0.263;0.000;0.000;0.0000;1.037;1.104;8;19.00;6.905;0.08;0.0929
14.25;7.743;0.08;0.0933;4.4;601.750;2.500;1.025;0.000;7.743;0.079;0.263;0.000;0.000;0.0000;1.025;1.143;8;19.00;6.952;0.09;0.0946
14.26;7.984;0.08;0.0941;4.4;602.150;2.500;0.993;0.000;7.984;0.079;0.263;0.000;0.000;0.0000;0.993;1.132;8;19.00;7.327;0.09;0.0973
14.27;8.337;0.08;0.0946;4.4;602.550;2.500;0.945;0.000;8.337;0.079;0.263;0.000;0.000;0.0000;0.945;1.072;8;19.00;7.995;0.09;0.1001
14.28;8.783;0.08;0.0950;4.4;607.500;0.202;0.890;0.000;8.783;0.078;0.264;0.000;0.000;0.0000;0.890;0.465;8;19.00;6.746;0.04;0.0932
14.29;9.287;0.08;0.0951;4.5;608.340;1.190;0.835;0.000;9.287;0.078;0.264;0.000;0.000;0.0000;0.835;0.911;8;19.00;9.554;0.08;0.0956
14.30;9.805;0.08;0.0951;4.4;608.900;1.786;0.785;0.000;9.805;0.077;0.264;0.000;0.000;0.0000;0.785;0.823;8;19.00;10.424;0.08;0.0957
14.31;10.292;0.08;0.0951;4.4;609.410;1.961;0.745;0.000;10.292;0.077;0.264;0.000;0.000;0.0000;0.745;0.740;8;19.00;11.226;0.08;0.0937
14.32;10.702;0.08;0.0950;4.4;609.850;2.273;0.715;0.000;10.702;0.077;0.264;0.000;0.000;0.0000;0.715;0.732;8;19.50;11.587;0.08;0.0943
14.33;11.003;0.08;0.0949;4.4;610.280;2.325;0.696;0.000;11.003;0.077;0.265;0.000;0.000;0.0000;0.696;0.702;8;19.50;11.781;0.08;0.0945
14.34;11.175;0.08;0.0947;4.5;610.690;2.439;0.688;0.000;11.175;0.077;0.265;0.000;0.000;0.0000;0.688;0.666;8;19.50;11.889;0.07;0.0954
